,raw,processed,label,predict
1582,"jika tdk ada keadilan bagi rakyat, biarlah tdk ada kedamaian bagi pemerintah
Imbas PPKM Darurat, PA 212 Salahkan Menag “Haji Dibatalkan Sekarang Sholat Idul Adha Ditiadakan” https://t.co/FswurJyfsn

#MundurAjaPakde
#MundurAjaPakde",keadilan rakyat biarlah kedamaian pemerintah imbas ppkm darurat salahkan menag haji dibatalkan sholat idul adha ditiadakan,0,0
1583,"Gak ngerti saya.... seperti di biarkan  oleh satgas covid19..jadi sepertinya  TEGAS itu  Ketika sedang di soroti dan sudah terjadi,  ya harusnya di antisipasi sebelumnya.turunkan dulu PPKM levelnya, baru kegiatan bisa di longgarkan, ini kok seperti menjebak pelaku usaha nantinya https://t.co/jpJcSdwtlF",mengerti biarkan satgas covid jadi tegas soroti terjadi iya antisipasi turunkan ppkm levelnya baru kegiatan longgarkan menjebak pelaku usaha,0,0
1584,"@galamedianews Tepat yang mana?
Tepat 2 tahun ?
Atau tepat PPKM, tanpa Santuni rakyat? Dan krn itu bebas TKA CHINA na terus masuk kah ?",tepat tepat tahun tepat ppkm santuni rakyat bebas tka china nya terus masuk kah,0,0
1585,ppkm cepetan selesai ya,ppkm cepatan selesai iya,1,1
1586,sedih mengingat doi yg pernah ngajakin nonton sebelum akhirnya malah ada ppkm.... https://t.co/VoPaFhYG6M,sedih mengingat doi ngajakin menonton ppkm,0,1
1587,@Izamajadehh Ya gimana PPKM bikin gila kalo ga kuat mah bisa kejalur RSJ,iya ppkm gila kuat mah kejalur rsj,0,0
1588,"g jdi ketemu dah kan, gmana lagi. ada ppkm. let's make many memories after ppkm :)",jadi ketemu ppkm let memakai many memories ppkm,1,1
1589,"Aku di Hari Kedua,ketiga sampai hari ke 17 selama diliburkan PPKM : https://t.co/ZRbfjI6NGW",hari kedua ketiga hari diliburkan ppkm,1,1
1590,DEMI ALLAH PPKM PPKM FAEDAHNYA APA SIH😭😭😭 NYUSAHIN SEGALA-GALA,allah ppkm ppkm faedahnya sih menyusahkan gala,0,0
1591,Udah mulai kerja mas? Kam masih PPKM https://t.co/lbhzNLxioY,mulai kerja mas ppkm,1,0
1592,"paling nanti batal atau dibatasi, alasan PPKM Level-levelan  diperpanjang lagi. https://t.co/VzZvKZb25v",batal dibatasi alasan ppkm level levelan diperpanjang,0,1
1593,minggu² gini lagi ppkm ya dirumah mulu,minggu ppkm iya dirumah terus,1,0
1594,PPKM diperpanjang - insentif dicicil 😄 #pemerintah,ppkm diperpanjang insentif dicicil,0,1
1595,@IdKalimantan Mau buat sangu ppkm hahaha,sangu ppkm hahaha,1,1
1596,"Diperpanjang luweh, sing penting mari ppkm langsung ngerantau 😑",diperpanjang luweh sing penting mari ppkm langsung ngerantau,1,1
1597,"Makin gede, makin bosen juga lama2. Main hp tp gasuka main hp, mo main keluar ppkm, nonton hampir tiap jam tiap menit, main game tp gasuka ngegame, nugas tinggal nunggu UAS selesai tgl 6. Yaallah bosen x hidupku....",gede bosan main handphone gasuka main handphone main keluar ppkm menonton jam menit main permainan gasuka ngegame nugas tinggal menunggu uas selesai tanggal ya allah bosan hidupku,0,1
1598,@KompasTV Sekalian aja sampai 2024 PPKM nya,ppkm nya,0,1
1599,"Patuhi Aturan PPKM 
Pelanggar  PPKM darurat harus diganjar sanksi berat https://t.co/So6ZYf502C",patuhi aturan ppkm pelanggar ppkm darurat diganjar sanksi berat,2,2
1600,"@_AnakKolong @DivHumas_Polri @mohmahfudmd Buktikan ketegasannya dalam penegakan PPKM Darurat, jangan pandang jenggot.",buktikan ketegasannya penegakan ppkm darurat pandang jenggot,0,1
1601,"@percetakanku @kumparan Kalo argumennya butuh dikunyah, saya setuju. Tp kalo ngerokok di tempat makan itu ga urgent. Mending jangan di tempat makan, keluar aja.. jangan nyusahin pemilik usaha di masa ppkm yg sulit ini",argumennya butuh dikunyah setuju ngerokok tempat makan urgent lebih baik tempat makan keluar menyusahkan pemilik usaha masa ppkm sulit,0,0
1602,"@kopibubuk2000 Suasananya ituloh.....
Huhu, moga ini ppkm terakhir.. g ada perpanjangan lg ;(",suasananya ituloh huhu moga ppkm terakhir perpanjangan,1,1
1603,"Pulang sholat ied,cuddling.
Masa lebaran dengan PPKM.
Topat sama opornya dianggurin,ngantuk lagi..",pulang sholat ied cuddling masa lebaran ppkm topat opornya dianggurin ngantuk,1,1
1604,Produktif yokk di masa ppkm mumpung dirumah aja,produktif yuk masa ppkm dirumah,2,1
1605,@Yulia_4ja Adanya PPKM .. Indonesia sudah berangsur turun  drastis pandemi..  semoga saja  Indonesia akan bebas Covid  di akhir tahun ini  2021.,ppkm indonesia berangsur turun drastis pandemi semoga indonesia bebas covid akhir tahun,2,2
1606,"@tirta_hudhi Sangat beda sekali Dok ketika PSBB masih banyak tabungannya,, waktu PPKM ini tabungannya udah abis jadi ga ada lagi namanya janda bolong janda bolong, ga gilak aja udh bersyukur klo sekarang",beda dok psbb tabungannya waktu ppkm tabungannya habis jadi namanya janda bolong janda bolong gila udah bersyukur,0,1
1607,"Bapak bapak Pemerintah..maaf ni pak, maaf bgt !! 
Sebenarnya kita dh telat kalau harus PPKM skrg ini pak, yg ada malah memperburuk keadaan. 
Tujuan PPKM mgkn kalau saya gk salah adalah memperkecil tingkat mobilitas rakyat ya pak? Namun yg terjadi apa? 
Padat merayap! 
Lanjut..",bapak bapak pemerintah maaf pak maaf banget deh terlambat ppkm pak memperburuk keadaan tujuan ppkm gak salah memperkecil tingkat mobilitas rakyat iya pak terjadi padat merayap lanjut,0,0
1608,@ahdwik__ Kn ppkm asw,ppkm asw,0,1
1609,"@intansariwjy abis ppkm nanti ditemenin, jangan nyari online klo buat jeansn serem",habis ppkm ditemenin mencari onlen jeansn seram,1,0
1610,Kayanya ini pergi terpagi selama Ppkm deh :(,kayaknya pergi terpagi ppkm deh,1,1
1611,Kepada presiden indonesia @jokowi .dengan adanya wacana perpanjngan ppkm ...bpk harus tinjau kembali dn harus tau di lapangan pak....di lapangan suara suara sumbang dh mulai brdengung pak...saya yg sllu kelling kampung sering mendengar dn melihat riak riak yg sangt menghawatirkn,presiden indonesia wacana perpanjngan ppkm bapak tinjau kembali tahu lapangan pak lapangan suara suara sumbang deh mulai brdengung pak kelling kampung mendengar melihat riak riak menghawatirkn,0,0
1612,@somidoumwa ini di korea ppkm juga kah? 😢,korea ppkm kah,1,1
1613,PSBB ama PPKM jauh lebih lama dari hubungan kalian. #janganbersalah #stevanuspv,psbb ppkm jauh hubungan,1,1
1614,"It's fckin' boring since ppkm, hari kerja jadi sedikit uangnya juga dapet sedikit🤦🏻‍♂️",fckin boring since ppkm hari kerja jadi uangnya,0,0
1615,Tidak boleh ada satu warga pun yang tidak terjamin kebutuhan hidup nya selama PPKM darurat dilaksanakan... https://t.co/8V7GXwQGI8,satu warga terjamin kebutuhan hidup nya ppkm darurat dilaksanakan,2,0
1616,"@__RismaWidiono_ Keterangan pada portal berita Viva , CNN dan sebagainya
Secara singkat mereka datang sebelum ke Jakarta PPKM darurat , akan tetapi bertolak ke Sulsel ketika PPKM darurat di berlakukan  , 
Pertanyaannya : 
Peraturan PPKM darurat apakah membolehkan keluar masuk Jawa - Bali ?",keterangan portal berita viva cnn secara singkat datang jakarta ppkm darurat bertolak sulsel ppkm darurat berlakukan pertanyaannya peraturan ppkm darurat membolehkan keluar masuk jawa bali,0,1
1617,Ini kenapa sih guru guru pas ppkm kl ngasih tugas pasti harus bikin keluar rumah buat beli ini beli ituu,sih guru guru pas ppkm kalo memberikan tugas keluar rumah beli beli,0,1
1618,@ermawedee Efek PPKM 🤣,efek ppkm,1,1
1619,@bitiesfess ppkm itu ra makanya hacep di kamar bukan di pub wkwk,ppkm ra hacep kamar pub wkwk,1,1
1620,"@Anonymous_2024 Ntar kita balas, razia Neo neo PKI setelah ppkm ini.",balas razia neo neo partai komunis indonesia ppkm,0,0
1621,"Ppkm dikota ku, kalau kalian lurus kalian kena stop, ditanyain surat vaksin dan segala macem. Tapi kalau kalian belok, kalian bakal lewat tanpa surat vaksin dll cuma ya sedikit lebih jauh aja perjalanan kalian wkwkwk yang belum vaksin mah tinggal belok aja:)",ppkm dikota ku lurus kena stop ditanyain surat vaksin belok bakal lewat surat vaksin dan lain-lain iya jauh perjalanan wkwkwk vaksin mah tinggal belok,1,0
1622,"@maspiyuaja Saya orang kecil menjerit, semakin diperpanjang PPKM, semakin suram periuk nasiku, tapi mungkin bagi mereka semakin panjang PPKM semakin panjang nikmat menunggu",orang menjerit diperpanjang ppkm suram periuk nasiku panjang ppkm panjang nikmat menunggu,0,1
1623,@PRFMnews min ari rute Damri dr Cibiru/Cicaheum ke arah Cibereum teh rute PPKM kemana aja?,min ari rute damri cibiru cicaheum arah cibereum kakak perempuan rute ppkm kemana,1,1
1624,"@Dfana77 lg ppkm gini mkn tupat???
ga lepel 4 ah..",ppkm tupat lepel ah,1,1
1625,@Gracealii1 lah iya msh ppkm,iya ppkm,1,1
1626,@susipudjiastuti IMENDAGRI nya menyebutkan PPKM Mikro....,imendagri nya menyebutkan ppkm mikro,1,1
1627,PPKM : Pelan Pelan Kita Muve on,ppkm pelan pelan muve on,1,1
1628,Pengumuman PPKM kaya beli diwarung aja dah sasetan,pengumuman ppkm kayak beli diwarung sasetan,1,1
1629,"@beritajatimcom @JatimPemprov Pemberlakuan PPKM Darurat tiada arti apabila Aparat setempat sengaja ada pembiaran seorang warga peliharah ternak Ungas di Pinggir Kali lokasi rt. https://t.co/vu2B3QyP16,03.megare karang pilang barat. Belakang Gudang.
@chofifahwati @KarangpilangPo1 @PolppJatim @BanggaSurabaya",pemberlakuan ppkm darurat tiada arti aparat setempat sengaja pembiaran warga peliharah ternak ungas pinggir kali lokasi karang pilang barat belakang gudang,0,0
1630,"@bagusharyobint4 Bayangin terus, smpe PPKM gk di perpanjang",bayangkan terus ppkm gak perpanjang,1,1
1631,"Gegara PPKM, urusan pajak di @DitjenPajakRI jadi ribet, mau ke KPP aja gak bisa, trus konsultasi eh AR nya cuti...
Mau datang ke KPP gak bisa karena pegawainya mungkin WFH...
Truuuusssssss.....
Kalau laporan pajak bermasalah nanti WP juga kena denda....
Capek lah....",gara-gara ppkm urusan pajak jadi ribet kpp terus konsultasi eh ar nya cuti datang kpp pegawainya wfh terus laporan pajak bermasalah wp kena denda cape,0,0
1632,"PPKM
Pagi-pagi Kita Membingungkan",ppkm pagi pagi membingungkan,1,1
1633,@zwegchinsched tahan masi ppkm,tahan ppkm,1,1
1634,"Awas hoax. PPKM Rakyat sehat

https://t.co/WvKe4hnflc",awas isu bohong ppkm rakyat sehat,2,2
1635,"Ini bisa nggak sih approvenya nggak mepet2 lagi PPKM takut bank tutup cepet, kalau mepet panik..

Terus bisa nggak sih *** buka penurunan UKT permanen? I mean bapak aku pensiun gajinya turun.. kl tiap semester harus ngajuin ini tuh RIBET CUY

Mana online juga ane ga dapet- https://t.co/xVhGr5nyWy",sih approvenya dekat sekali ppkm takut bank tutup cepat dekat sekali panik terus sih buka penurunan uang kuliah tinggal permanen maksud bapak pensiun gajinya turun kalo semester mengajukan ribet cuy onlen ane,0,0
1636,"@msaid_didu Ketua @mprgoid harus nya anda protes TKA china masuk indonesia saat PPKM dimana rakyat sendiri di hukum sedemikian rupa jika melanggar nya , dimana hati dan otak kalian di simpan?",ketua nya protes tka china masuk indonesia ppkm dimana rakyat hukum rupa melanggar nya dimana hati otak simpan,0,0
1637,"Sekarepmu, Pak. Sekalian aja sampai PPKM level 10 atau bikin lagi singkatan baru biar bisa terhindar dari UU Karantina. https://t.co/zf1qCdajcm",sekarepmu pak ppkm level singkatan baru terhindar uu karantina,0,0
1638,"@otherblacktea Kan bisa: 
PPKM 

Pengen Pelukan Kalobole Mangku",ppkm pelukan kalobole mangku,1,1
1639,@tialamauugm aku juga g boleh latihan dulu😭 ppkm,latihan ppkm,0,1
1640,"@adrmafaza Tau kok emang syarat kelulusan, daring okeee emang ada daring, tp kenyataan yg dishare jg kagak daring kan?

Masih pada lgsg ke lapangan.
Menjaga memang, tp apakah disaat seperti ini? Kondisi lg tinggi2nya, RS penuh, pemerintah aja ppkm sampai tutup jalan mana2",tahu syarat kelulusan online oke online kenyataan dishare online langsung lapangan menjaga disaat kondisi tinggi nya rs penuh pemerintah ppkm tutup jalan,0,0
1641,"Yang ga patuh negara sebelah

Yang kena perpanjangan PPKM satu provinsi

Oh Manchester County",patuh negara sebelah kena perpanjangan ppkm satu provinsi oh manchester county,0,0
1642,"sch! masa guru aku nyuruh ngumpulin tugas ke rumahnya padahal lagi ppkm wkwk.

✄・・・
🧐 Trivia: Hubung singkat: suatu peristiwa di mana kabel fasa terhubung dengan kabel netral atau fasa lainnya.",sch masa guru nyuruh ngumpulin tugas rumahnya ppkm wkwk trivia hubung singkat peristiwa kabel fasa terhubung kabel netral fasa,0,1
1643,"gue ngga bisa naik kereta dan busway krn terkendala SRTP yg dimana itu surat cuma untuk sektor esensial dan kritikal aja. 

akhirnya gue naik grab PP 100ribu, terus PPKM mau diperpanjang sampe agustus? mending gue ngga masuk sekalian. https://t.co/d04DJ2O6X4",naik kereta busway terkendala srtp dimana surat untuk sektor esensial kritikal naik grab pulang pergi ribu terus ppkm diperpanjang agustus lebih baik masuk,0,1
1644,@kumahaatukh Ooh pantesan. Tapi pas ga ppkm aku juga gabisa wkwkwk,oh pantesan pas ppkm tidak bisa wkwkwk,1,0
1645,"Masih menunggu paket yang sangat ditunggu-tunggu dikirim
PPKM diperpanjang juga orz",menunggu paket ditunggu tunggu dikirim ppkm diperpanjang orz,1,1
1646,Di Prank PPKM 😑,prank ppkm,0,1
1647,"Kangen dengan Eyang Presiden Soeharto...??? Eyang ketawa geli PPKM diperpanjang...😀😀👍
Lihat video Anne! #TikTok https://t.co/qD1UoskniO",kangen eyang presiden soeharto eyang ketawa geli ppkm diperpanjang lihat video anne,1,0
1648,edisi ppkm...jual semua aset yg ada demi kelancaran hidup.... https://t.co/XOWAOZ4hJ5,edisi ppkm jual aset kelancaran hidup,0,1
1649,"@ElokNurie sini lah maen. Jakarta mah masih rame aja. PPKM tiada pengaruhnya 🤭 Tj.Duren, Kemanggisan msh pada rame tukang² makanan/minumannya.",main jakarta mah ramai ppkm tiada pengaruhnya tj durian kemanggisan ramai tukang makanan minumannya,0,0
1650,"#PatuhProkesHargaMati dan ikut Vaksin agar pandemi ini tidak berkepanjangan. 
Yuk selamatkan bangsa dgn kontribusi mu.
Patuhi prokes, PPKM dan ikut vaksin.. okeh? Gak ad kompromi tuk hidup sehat! https://t.co/FU3UXWLt1I",ikut vaksin pandemi berkepanjangan yuk selamatkan bangsa kontribusi mu patuhi prokes ppkm ikut vaksin okeh kompromi untuk hidup sehat,2,2
1651,@_nunaJungwonie @Wonuuyu bar ppkm gasssss,bar ppkm gas,1,1
1652,@MafiaWasit Sek.. sek.. brarti maksudmu PPKM diperpanjang lagi sampe tanggal 20 gitu Mbah ? #Eh,sek sek berarti maksudmu ppkm diperpanjang tanggal mbah,1,1
1653,"sedih banget ga si, orderan ortu dikit banget gara-gara ppkm😔",sedih banget sih orderan orang tua dikit banget gara gara ppkm,0,0
1654,"Sepi bgt wkt ppkm ky gini, biasa sm keramaian, tp ya jadi damai jg rasanya. Jd tau, oh gini kalo lg Nyepi kyk di Bali 😂",sepi banget waktu ppkm keramaian iya jadi damai rasanya jadi tahu oh nyepi kayak bali,2,0
1655,"@devillynnn Ayookkk
Tapi nunggu PPKM kelar 🙃",ayook menunggu ppkm kelar,1,1
1656,"Dukung Habis""an Mahasiswa !

#PenindasRakyatHarusTumbang
#PenindasRakyatHarusTumbang

Covid19: PPKM darurat, Lockdown dijadikan Senjata Ampuh utk membunuh Aktifitas Aktifitas Ekonomi Rakyat. https://t.co/sccU9IQogm",dukung habis an mahasiswa covid ppkm darurat lockdown dijadikan senjata ampuh untuk membunuh aktifitas aktifitas ekonomi rakyat,0,0
1657,"PPKM: Longgar ke TKA, ketat ke Warga Sendiri. Pemerintah Lebih Berpihak ... https://t.co/b9XMAGwiiz",ppkm longgar tka ketat warga pemerintah berpihak,0,0
1658,@drpriono1 @jokowi PPKM saja seumur hidup biar rakyat habis mati kelaparan.,ppkm seumur hidup rakyat habis mati kelaparan,0,0
1659,Tolong kasih solusi @CommuterLine hari pertama PPKM namun kepadatan terjadi diluar stasiun bukannya percuma ya ? #PPKM #stasiunbojonggede https://t.co/IXR3iF6wwj,tolong kasih solusi hari pertama ppkm kepadatan terjadi diluar stasiun iya,1,0
1660,"@tirta_hudhi Dok mau tanya, hubungan ppkm sama lampu dimatikan itu apa? Emang virus gak bisa liat dalam gelap? Soalnya di sebagian negara uganda barat daya, saat ppkm lampunya dimatikan, mohon pencerahannya",dok tanya hubungan ppkm lampu dimatikan virus lihat gelap soalnya sebagian negara uganda barat daya ppkm lampunya dimatikan mohon pencerahannya,1,0
1661,@__Sridiana_3va Medan juga sama Bu dokter lagi hujan... mudah mudahan tidak merambah kemari..Uda lagi PPKM juga sama dengan Jakarta,medan bu dokter hujan mudah mudahan merambah kemari ppkm jakarta,1,1
1662,"@passcariteman Masih PPKM mbk, belum ada yg buka 🥲",ppkm mbak buka,1,1
1663,"@CNNIndonesia Aneh indonesia itu.. gak pemerintahny, gak rakyat nya.. aneh semua.
 Pemerintah menetapkan PPKM, tapi setengah setengah
 Rakyat menjalankan PPKM, tapi seperempat seperempat
 Coba aja gak misskom, saling percaya, pada nurut pake masker, cuci tangan, jaga kebersihan, jaga kesehatan",aneh indonesia pemerintahny rakyat nya aneh pemerintah menetapkan ppkm setengah setengah rakyat menjalankan ppkm seperempat seperempat coba mi kom percaya nurut pakai masker cuci tangan jaga kebersihan jaga kesehatan,0,0
1664,"@SakiinaQhiCO_33 Untuk kebaikan kita semua, dukung PPKM darurat",untuk kebaikan dukung ppkm darurat,2,2
1665,Ppkm di perpanjang lagi :'),ppkm perpanjang,1,1
1666,"@detikcom Test pcr mahal mbahhh kung,. Mau makan aja susah ppkm truss.",test pcr mahal mbah kung makan susah ppkm tru,0,0
1667,"Pakar mengusulkan PPKM darurat di perpanjang sampai jumpa kawanku, semoga kita selaluuu uuu uuu uuu , menjadi sebuah kisah klasik untuk masa depan",pakar mengusulkan ppkm darurat perpanjang jumpa kawanku semoga menjadi kisah klasik untuk masa,1,1
1668,@republikaonline Monyet itu lapar karena ppkm ...,monyet lapar ppkm,0,1
1669,"PPKM atau Pak Presiden Kapan Mundur?

Ada ada saja kepanjangannya, karya tulis yang sangat menarik",ppkm pak presiden mundur kepanjangannya karya tulis menarik,0,0
1670,@clysiaca @AREAJULID PPKM ga PPKM juga kan kebanyakan orang emang mental pengemis aja,ppkm ppkm kebanyakan orang mental pengemis,0,0
1671,"PPKM Darurat, Lockdown Tapi Rakyat Yang Nanggung Biayanya | PORTAL ISLAM https://t.co/ut31STSbEV",ppkm darurat lockdown rakyat nanggung biayanya portal islam,0,0
1672,"libur 2 Minggu aja jadi 2 tahun
dan kalian masih percaya ppkm akan segera selesai?",libur minggu jadi tahun percaya ppkm selesai,0,1
1673,@heenimsupporter @tubirfess Bener sih ini. Gara2 orang2 kaya gini jadinya PPKM diperpanjang mulu berjilid2 dan nyusahin orang2 yg emang butuh keluar buat kerja :(((,benar sih gara orang kayak jadinya ppkm diperpanjang terus berjilid menyusahkan orang butuh keluar kerja,0,0
1674,"Para guru besar itu rata2 tidak paham realitas dilapangan pak @jokowi 
Pak Luhut turunlah kelapangan, lihat realita yg ada. Dgn PPKM darurat mungkin kematian karena covid akan turun, tapi mati kelaparan dan mati ngenes mikir cicilan akan naik https://t.co/G2e4teXAkv",guru besar rata paham realitas dilapangan pak pak luhut turunlah kelapangan lihat realita ppkm darurat kematian covid turun mati kelaparan mati ngenes mikir cicilan naik,0,0
1675,"smlm mimpinya cantik tp sedih banget, gegara PPKM kga bisa kemana² eh jadi mimpi jalan²🥺
hari ini sndri di klinik tiba² disuruh kejawa, kita ke hutan, sawah seru deh eh tp tiba² kita ke makam Alm. Mbah kakung (trnyt i kangen ziarah ke jawa, tahun ini blm ke makam. maaf y mbah😭)",smlm mimpinya cantik sedih banget gara-gara ppkm kga kemana eh jadi mimpi jalan hari klinik tiba disuruh kejawa hutan sawah seru deh eh tiba makam almarhum mbah kakung trnyt kangen ziarah jawa tahun makam maaf mbah,1,0
